HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms	Name Synonyms	Accession Numbers	Gene Family Tag	UniProt ID(supplied by UniProt)
HGNC:33267	CT45A1	cancer/testis antigen family 45, member A1		CT45-1, CT45.1	"cancer/testis antigen CT45-1"	AY743709		Q5HYN5
HGNC:33268	CT45A3	cancer/testis antigen family 45, member A3		CT45-3, CT45.3	"cancer/testis antigen CT45-3"	AY743711		Q8NHU0
HGNC:33269	CT45A4	cancer/testis antigen family 45, member A4		CT45-4, CT45.4	"cancer/testis antigen CT45-4"	AY743712		Q8N7B7
HGNC:3327	ELN	elastin		WBS, WS, SVAS	"tropoelastin", "supravalvular aortic stenosis", "Williams-Beuren syndrome"			P15502
HGNC:33270	CT45A5	cancer/testis antigen family 45, member A5		CT45-5, CT45.5	"cancer/testis antigen CT45-5"	AY743713		Q6NSH3
HGNC:33271	CT45A6	cancer/testis antigen family 45, member A6		CT45-6, CT45.6	"cancer/testis antigen CT45-6"	AY743714		Q8N7B7
HGNC:33272	USP10P2	ubiquitin specific peptidase10 pseudogene 2						
HGNC:33273	ZBED6	zinc finger, BED-type containing 6					ZBED	P86452
HGNC:33274	PALM3	paralemmin 3						A6NDB9
HGNC:33275	ANO1-AS2	ANO1 antisense RNA 2 (head to head)	C11orf78, NCRNA00224			AW592641, EF419887	LNCRNA, ANTISENSE	
HGNC:33276	FLG2	filaggrin family member 2		IFPS		AY827490	EFHAND	Q5D862
HGNC:33277	FAM163B	family with sequence similarity 163, member B	C9orf166			BX629352		P0C2L3
HGNC:33278	CBY3	chibby homolog 3 (Drosophila)						A6NI87
HGNC:33279	ATXN1L	ataxin 1-like		BOAT1	"brother of ataxin 1"			P0C7T5
HGNC:33280	SEPT14	septin 14		FLJ44060		AK126048	SEPT	Q6ZU15
HGNC:33281	OTX2P1	orthodenticle homeobox 2 pseudogene 1	OTX2P				PRD	
HGNC:33282	CT47A1	cancer/testis antigen family 47, member A1		CT47.1	"cancer/testis CT47 family, member 1"			Q5JQC4
HGNC:33283	CT47A2	cancer/testis antigen family 47, member A2		CT47.2	"cancer/testis CT47 family, member 2"			Q5JQC4
HGNC:33284	CT47A3	cancer/testis antigen family 47, member A3		CT47.3	"cancer/testis CT47 family, member 3"			Q5JQC4
HGNC:33285	CT47A4	cancer/testis antigen family 47, member A4		CT47.4	"cancer/testis CT47 family, member 4"			Q5JQC4
HGNC:33286	CT47A5	cancer/testis antigen family 47, member A5		CT47.5	"cancer/testis CT47 family, member 5"			Q5JQC4
HGNC:33287	CT47A6	cancer/testis antigen family 47, member A6		CT47.6	"cancer/testis CT47 family, member 6"			Q5JQC4
HGNC:33288	CT47A7	cancer/testis antigen family 47, member A7		CT47.7	"cancer/testis CT47 family, member 7"			Q5JQC4
HGNC:33289	CT47A8	cancer/testis antigen family 47, member A8		CT47.8	"cancer/testis CT47 family, member 8"			Q5JQC4
HGNC:33290	CT47A9	cancer/testis antigen family 47, member A9		CT47.9	"cancer/testis CT47 family, member 9"			Q5JQC4
HGNC:33291	CT47A10	cancer/testis antigen family 47, member A10		CT47.10	"cancer/testis CT47 family, member 10"			Q5JQC4
HGNC:33292	CT47A12	cancer/testis antigen family 47, member A12		CT47.12	"cancer/testis CT47 family, member 12"			Q5JQC4
HGNC:33293	CT47B1	cancer/testis antigen family 47, member B1		CT47.13	"cancer/testis CT47 family, member 13"			P0C2W7
HGNC:333	AGT	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)	SERPINA8		"alpha-1 antiproteinase, antitrypsin"	K02215	SERPIN, ENDOLIG	P01019
HGNC:3330	EML1	echinoderm microtubule associated protein like 1	EMAPL	EMAP, HuEMAP, ELP79		AK023861	WDR	O00423
HGNC:33309	POU5F1P2	POU class 5 homeobox 1 pseudogene 2					POU	
HGNC:3331	EMD	emerin		STA, LEMD5	"LEM domain containing 5"	X82434		P50402
HGNC:33310	POU5F1P4	POU class 5 homeobox 1 pseudogene 4		POU5FLC1			POU	
HGNC:33311	POU5F1P5	POU class 5 homeobox 1 pseudogene 5					POU	
HGNC:33312	POU5F1P6	POU class 5 homeobox 1 pseudogene 6					POU	
HGNC:33313	POU5F1P7	POU class 5 homeobox 1 pseudogene 7					POU	
HGNC:33314	POU5F1P8	POU class 5 homeobox 1 pseudogene 8					POU	
HGNC:33315	IRX1P1	iroquois homeobox 1 pseudogene 1					TALE	
HGNC:33316	IRX4P1	iroquois homeobox 4 pseudogene 1					TALE	
HGNC:33317	TGIF2P1	TGFB-induced factor homeobox 2 pseudogene 1					TALE	
HGNC:33318	TGIF2P3	TGFB-induced factor homeobox 2 pseudogene 3					TALE	
HGNC:33319	TGIF2P4	TGFB-induced factor homeobox 2 pseudogene 4					TALE	
HGNC:3332	MARK2	MAP/microtubule affinity-regulating kinase 2	EMK1	PAR-1, Par1b	"ELKL motif kinase 1", "serine/threonine kinase", "protein-serine/threonine kinase", "Ser/Thr protein kinase PAR-1B"	BC008771		Q7KZI7
HGNC:33320	TGIF2P2	TGFB-induced factor homeobox 2 pseudogene 2					TALE	
HGNC:3333	EMP1	epithelial membrane protein 1		TMP, CL-20		U43916		P54849
HGNC:3334	EMP2	epithelial membrane protein 2		XMP		U52100		P54851
HGNC:33340	FAM110C	family with sequence similarity 110, member C				DQ431183		Q1W6H9
HGNC:33342	SPAG11A	sperm associated antigen 11A		HE2, EDDM2A	"epididymal protein 2A"			Q6PDA7
HGNC:33343	SNORD115-48	small nucleolar RNA, C/D box 115-48		HBII-52-48		AF250841	SNORD	
HGNC:33344	SATB1P1	SATB homeobox 1 pseudogene 1					CUT	
HGNC:33345	DUXB	double homeobox B					PRD	
HGNC:33346	ZEB2P1	zinc finger E-box binding homeobox 2 pseudogene 1	ZEB1P1				ZFHX	
HGNC:33347	SNORD116-28	small nucleolar RNA, C/D box 116-28		HBII-85-28		AF250841	SNORD	
HGNC:33348	SNORD116-29	small nucleolar RNA, C/D box 116-29		HBII-85-29		AF250841	SNORD	
HGNC:33349	UBE2D3P1	ubiquitin-conjugating enzyme E2D 3 pseudogene 1	UBE2D5P, UBE2D3P	RP4-680N4		AL121755		
HGNC:3335	EMP3	epithelial membrane protein 3		YMP		U52101		P54852
HGNC:33351	MIR675	microRNA 675	MIRN675	hsa-mir-675			MIR	
HGNC:33352	ABCC6P1	ATP-binding cassette, sub-family C, member 6 pseudogene 1				BC075833		
HGNC:33353	ABCC6P2	ATP-binding cassette, sub-family C, member 6 pseudogene 2						
HGNC:33354	DEFA11P	defensin, alpha 11 pseudogene		DEFAP3		AY746436	DEFA	
HGNC:33355	ANE1	acute necrotizing encephalopathy 1 (autosomal dominant)		ADANE				
HGNC:33356	TEX28P1	testis expressed 28 pseudogene 1		pTEX				O15482
HGNC:33357	TEX28P2	testis expressed 28 pseudogene 2		pTEX, CXorf2B				O15482
HGNC:33358	GLOD5	glyoxalase domain containing 5						A6NK44
HGNC:33359	ZFYVE9P1	zinc finger, FYVE domain containing 9 pseudogene 1						
HGNC:3336	EMR1	egf-like module containing, mucin-like, hormone receptor-like 1	TM7LN3			X81479	GPCRBO	Q14246
HGNC:33360	KRT8P6	keratin 8 pseudogene 6						
HGNC:33361	KRT8P7	keratin 8 pseudogene 7						
HGNC:33362	KRT8P8	keratin 8 pseudogene 8						
HGNC:33363	KRT8P9	keratin 8 pseudogene 9						
HGNC:33364	KRT8P10	keratin 8 pseudogene 10						
HGNC:33365	KRT8P13	keratin 8 pseudogene 13						
HGNC:33366	KRT8P14	keratin 8 pseudogene 14						
HGNC:33367	KRT8P15	keratin 8 pseudogene 15						
HGNC:33368	KRT8P16	keratin 8 pseudogene 16						
HGNC:33369	KRT8P17	keratin 8 pseudogene 17						
HGNC:3337	EMR2	egf-like module containing, mucin-like, hormone receptor-like 2		CD312		AF114491	CD, GPCRBO	Q9UHX3
HGNC:33370	KRT8P18	keratin 8 pseudogene 18						
HGNC:33371	KRT8P19	keratin 8 pseudogene 19						
HGNC:33372	KRT8P20	keratin 8 pseudogene 20						
HGNC:33373	KRT8P21	keratin 8 pseudogene 21						
HGNC:33374	KRT8P22	keratin 8 pseudogene 22						
HGNC:33375	KRT8P23	keratin 8 pseudogene 23						
HGNC:33376	KRT8P24	keratin 8 pseudogene 24						
HGNC:33377	KRT8P25	keratin 8 pseudogene 25						
HGNC:33378	KRT8P26	keratin 8 pseudogene 26						
HGNC:33379	KRT8P27	keratin 8 pseudogene 27						
HGNC:3338	CTTN	cortactin	EMS1			AJ288897		Q14247
HGNC:33380	KRT8P28	keratin 8 pseudogene 28						
HGNC:33381	KRT8P29	keratin 8 pseudogene 29						
HGNC:33382	KRT8P30	keratin 8 pseudogene 30						
HGNC:33383	GXYLT2	glucoside xylosyltransferase 2	GLT8D4			AC098481	GLT8	A0PJZ3
HGNC:33384	KRT18P16	keratin 18 pseudogene 16						
HGNC:33385	KRT18P17	keratin 18 pseudogene 17						
HGNC:33386	KRT18P18	keratin 18 pseudogene 18						
HGNC:33387	KRT18P19	keratin 18 pseudogene 19						
HGNC:33388	KRT18P20	keratin 18 pseudogene 20						
HGNC:33389	KRT18P21	keratin 18 pseudogene 21						
HGNC:3339	EMWX	episodic muscle weakness, X-linked						
HGNC:33390	KRT18P22	keratin 18 pseudogene 22						
HGNC:33391	FAM26F	family with sequence similarity 26, member F	C6orf187	RP1-93H18.5, OTTHUMP00000017061, OTTHUMP00000017062, dJ93H18.5		AF086130		Q5R3K3
HGNC:33392	KRT18P23	keratin 18 pseudogene 23						
HGNC:33393	KRT18P24	keratin 18 pseudogene 24						
HGNC:33394	KRT18P25	keratin 18 pseudogene 25						
HGNC:33395	KRT18P26	keratin 18 pseudogene 26						
HGNC:33396	KRT18P27	keratin 18 pseudogene 27						
HGNC:33397	KRT18P28	keratin 18 pseudogene 28						
HGNC:33398	KRT18P29	keratin 18 pseudogene 29						
HGNC:33399	KRT18P30	keratin 18 pseudogene 30						
HGNC:3340	EMX1	empty spiracles homeobox 1				X68879	NKL	Q04741
HGNC:33400	KRT18P31	keratin 18 pseudogene 31						
HGNC:33401	KRT18P32	keratin 18 pseudogene 32						
HGNC:33402	KRT18P33	keratin 18 pseudogene 33						
HGNC:33403	KRT18P34	keratin 18 pseudogene 34						
HGNC:33404	KRT18P35	keratin 18 pseudogene 35						
HGNC:33405	KRT18P36	keratin 18 pseudogene 36						
HGNC:33406	KRT18P37	keratin 18 pseudogene 37						
HGNC:33407	KRT18P38	keratin 18 pseudogene 38						
HGNC:33408	KRT18P39	keratin 18 pseudogene 39						
HGNC:33409	KRT18P40	keratin 18 pseudogene 40						
HGNC:3341	EMX2	empty spiracles homeobox 2				AF301598	NKL	Q04743
HGNC:33410	KRT18P12	keratin 18 pseudogene 12						
HGNC:33411	KRT18P41	keratin 18 pseudogene 41						
HGNC:33412	KRT18P42	keratin 18 pseudogene 42						
HGNC:33413	KRT18P43	keratin 18 pseudogene 43						
HGNC:33414	KRT18P44	keratin 18 pseudogene 44						
HGNC:33415	KRT18P45	keratin 18 pseudogene 45						
HGNC:33416	KRT18P46	keratin 18 pseudogene 46						
HGNC:33417	KRT18P47	keratin 18 pseudogene 47						
HGNC:33418	KRT18P48	keratin 18 pseudogene 48						
HGNC:33419	KRT18P49	keratin 18 pseudogene 49						
HGNC:3342	EN1	engrailed homeobox 1				L12699	NKL	Q05925
HGNC:33420	KRT18P50	keratin 18 pseudogene 50						
HGNC:33421	KRT18P51	keratin 18 pseudogene 51						
HGNC:33422	KRT19P1	keratin 19 pseudogene 1						
HGNC:33423	KRT19P2	keratin 19 pseudogene 2						
HGNC:33424	KRT19P3	keratin 19 pseudogene 3						
HGNC:33425	MIAT	myocardial infarction associated transcript (non-protein coding)	C22orf35	FLJ25967, Rncr2, gomafu, NCRNA00066, LINC00066	"non-protein coding RNA 66", "long intergenic non-protein coding RNA 66"	AB263414	LNCRNA, INTERGENIC, fLNCRNA	
HGNC:33426	GGTLC3	gamma-glutamyltransferase light chain 3				L10397	GGT	B5MD39
HGNC:33427	GGTLC5P	gamma-glutamyltransferase light chain 5 pseudogene				L10399	GGT	
HGNC:33428	GGTLC4P	gamma-glutamyltransferase light chain 4 pseudogene				L10395	GGT	
HGNC:33429	SYT14L	synaptotagmin XIV-like		SYTDEP, CHR415SYT		AJ303368	SYT	Q58G82
HGNC:3343	EN2	engrailed homeobox 2					NKL	P19622
HGNC:33433	SULT6B1	sulfotransferase family, cytosolic, 6B, member 1				AY289770, AY289774	SULT	Q6IMI4
HGNC:33434	RNF215	ring finger protein 215					RNF	Q9Y6U7
HGNC:33435	GDF5OS	growth differentiation factor 5 opposite strand				BC085019		Q5U4N7
HGNC:33437	GSTT2B	glutathione S-transferase theta 2B (gene/pseudogene)		GSTT2P		BC071700	SGST	P0CG30
HGNC:33438	GGT8P	gamma-glutamyltransferase 8 pseudogene	GGT1P1	FLJ31276		AK055838	GGT	
HGNC:33439	LGMD2L	limb girdle muscular dystrophy 2L (autosomal recessive)						
HGNC:3344	ENAM	enamelin	AIH2			AF125373		Q9NRM1
HGNC:33440	TRIM6-TRIM34	TRIM6-TRIM34 readthrough				AB039903	RNF	
HGNC:33441	ZFP91-CNTF	ZFP91-CNTF readthrough (NMD candidate)				AB057443		
HGNC:33442	NACA3P	NACA family member 3 pseudogene		NACA3				
HGNC:33443	LGMD1F	limb girdle muscular dystrophy 1F (autosomal dominant)						
HGNC:33444	SCA29	spinocerebellar ataxia 29		ACV				
HGNC:33445	SCA30	spinocerebellar ataxia 30						
HGNC:33446	DDTL	D-dopachrome tautomerase-like			"D-dopachrome decarboxylase-like protein"	CR606018		A6NHG4
HGNC:33447	PRKRAP1	protein kinase, interferon-inducible double stranded RNA dependent activator pseudogene 1						
HGNC:33448	MAS1LP1	MAS1 oncogene-like pseudogene 1	MAS1LP	OTTHUMG00000086553				
HGNC:33449	MCCD1P1	mitochondrial coiled-coil domain 1 pseudogene 1		OTTHUMG00000130506				
HGNC:3345	ENC1	ectodermal-neural cortex 1 (with BTB domain)	NRPB	PIG10, ENC-1, TP53I10, KLHL37	"kelch-like family member 37"	AF059611	KLHL, BTBD	O14682
HGNC:33450	DDX39BP1	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B pseudogene 1	BAT1P1					
HGNC:33451	CCDC137	coiled-coil domain containing 137		MGC16597		BC009369		Q6PK04
HGNC:33452	GBD2	gallbladder disease 2						
HGNC:33453	GBD3	gallbladder disease 3						
HGNC:33454	KIAA1211L	KIAA1211-like	C2orf55	MGC42367		BC068277		Q6NV74
HGNC:33455	SLC15A5	solute carrier family 15, member 5					SLC	A6NIM6
HGNC:33456	ZDHHC20P1	zinc finger, DHHC-type containing 20 pseudogene 1		OTTHUMG00000086707				
HGNC:33457	ZDHHC20P2	zinc finger, DHHC-type containing 20 pseudogene 2		OTTHUMG00000133740				
HGNC:33458	TMEM183AP1	transmembrane protein 183A pseudogene 1		BPG126D10.10, OTTHUMG00000086663				
HGNC:33459	CCDC137P	coiled-coil domain containing 137 pseudogene						
HGNC:3346	ENDOG	endonuclease G				X79444		Q14249
HGNC:33460	RPL35AP4	ribosomal protein L35a pseudogene 4		BPG294E21.7, OTTHUMG00000140156				
HGNC:33461	DDX39BP2	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39B pseudogene 2	BAT1P2	BPG309N1.15				
HGNC:33462	MCCD1P2	mitochondrial coiled-coil domain 1 pseudogene 2		BPG309N1.16				
HGNC:33463	ANXA2R	annexin A2 receptor	C5orf39			BC067873		Q3ZCQ2
HGNC:33464	MIMT1	MER1 repeat containing imprinted transcript 1 (non-protein coding)		MIM1, NCRNA00067, LINC00067	"non-protein coding RNA 67", "long intergenic non-protein coding RNA 67"	EF110915	LNCRNA, INTERGENIC	
HGNC:33469	DEFB109P1B	defensin, beta 109, pseudogene 1B					DEFB	Q30KR1
HGNC:3347	EXOG	endo/exonuclease (5'-3'), endonuclease G-like	ENDOGL1, ENDOGL2	ENGL-a, ENGL, ENGL-b		AB020523		Q9Y2C4
HGNC:33472	SPG37	spastic paraplegia 37 (autosomal dominant)						
HGNC:33477	FEB5	febrile convulsions 5						
HGNC:33478	FEB6	febrile convulsions 6						
HGNC:33479	FEB7	febrile convulsions 7						
HGNC:33480	CYP27C1	cytochrome P450, family 27, subfamily C, polypeptide 1		FLJ16008		AC027142	CYP	Q4G0S4
HGNC:33482	MEX3A	mex-3 homolog A (C. elegans)	RKHD4			AK024097	RNF, MEX3	A1L020
HGNC:33483	PSORS6	psoriasis susceptibility 6						
HGNC:33484	COL6A4P1	collagen, type VI, alpha 4 pseudogene 1	DVWA	VWA6, DIVA, COL6A4, COL6A4P	"von Willebrand factor A domain containing 6", "collagen, type VI, alpha 4", "collagen, type VI, alpha 4, pseudogene"	AB299979	COLLAGEN	
HGNC:33485	SPG38	spastic paraplegia 38 (autosomal dominant, Silver syndrome)						
HGNC:33487	FDPSP7	farnesyl diphosphate synthase pseudogene 7	FDPSL2B					
HGNC:33488	C15orf52	chromosome 15 open reading frame 52		FLJ43339		AK124643		Q6ZUT6
HGNC:3349	ENG	endoglin	ORW1, ORW	END, HHT1, CD105		AF035753	CD	P17813
HGNC:33491	DFNA57	deafness, autosomal dominant 57						
HGNC:33492	SLC9A3P3	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 pseudogene 3					SLC	
HGNC:33493	SLC9A3P4	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 pseudogene 4					SLC	
HGNC:33494	CXorf61	chromosome X open reading frame 61		KK-LC-1, FLJ20611, FLJ22913, CT83	"Kita-kyushu lung cancer antigen 1", "cancer/testis antigen 83"	BC062223		Q5H943
HGNC:33495	BLID	BH3-like motif containing, cell death inducer		BRCC2	"breast cancer cell 2"	AF303179		Q8IZY5
HGNC:33496	AKR1B1P8	aldo-keto reductase family 1, member B1 pseudogene 8						
HGNC:33497	AKR1B1P7	aldo-keto reductase family 1, member B1 pseudogene 7						
HGNC:33498	AKR1B1P6	aldo-keto reductase family 1, member B1 pseudogene 6						
HGNC:33499	ATRIP	ATR interacting protein		FLJ12343, MGC20625, MGC21482, MGC26740		AF451323		Q8WXE1
HGNC:3350	ENO1	enolase 1, (alpha)	ENO1L1, MPB1	PPH, MBP-1		BC022545		P06733
HGNC:33502	CLEC4GP1	C-type lectin domain family 4, member G pseudogene 1				BC047593		
HGNC:33503	DFNB75	deafness, autosomal recessive 75						
HGNC:33504	SCIMP	SLP adaptor and CSK interacting membrane protein	C17orf87	DTFT5783, UNQ5783, FLJ32580, MGC163426, MGC163428	"SLP65/SLP76, Csk-interacting membrane protein"	AY358809		Q6UWF3
HGNC:33510	HOTAIR	HOX transcript antisense RNA		HOXC-AS4, HOXC11-AS1, NCRNA00072	"HOXC cluster antisense RNA 4 (non-protein coding)", "non-protein coding RNA 72"	DQ926657	LNCRNA, ANTISENSE, fLNCRNA	
HGNC:33511	TCEB3CL2	transcription elongation factor B polypeptide 3C-like 2						A6NLF2
HGNC:33512	PYDC2	pyrin domain containing 2		POP2				Q56P42
HGNC:33513	WDR82P2	WD repeat domain 82 pseudogene 2		WDR82C				
HGNC:33514	PMS2P6	postmeiotic segregation increased 2 pseudogene 6	PMS2L14			AB017005		
HGNC:33515	PMS2P7	postmeiotic segregation increased 2 pseudogene 7	PMS2LP2, PMS2L15	PMSR7		AB017006		
HGNC:33516	PMS2P8	postmeiotic segregation increased 2 pseudogene 8	PMS2L16			AB017007		
HGNC:33517	ZSCAN30	zinc finger and SCAN domain containing 30	ZNF397OS	ZNF917		AY234408	ZSCAN, ZNF	Q86W11
HGNC:33518	FRG2B	FSHD region gene 2 family, member B				AY744466		Q96QU4
HGNC:33519	RHOXF2B	Rhox homeobox family, member 2B					PRD	P0C7M4
HGNC:3352	ENO1P1	enolase 1, (alpha) pseudogene 1	ENO1P			X15277		
HGNC:33520	ST20	suppressor of tumorigenicity 20		HCCS-1		AF249277		Q9HBF5
HGNC:33521	TMEM189-UBE2V1	TMEM189-UBE2V1 readthrough		Kua-UEV, CROC-1B		U39361		
HGNC:33522	TLCD2	TLC domain containing 2						A6NGC4
HGNC:33523	EEF1DP2	eukaryotic translation elongation factor 1 delta pseudogene 2						
HGNC:33524	EEF1DP5	eukaryotic translation elongation factor 1 delta pseudogene 5						
HGNC:33525	FTH1P19	ferritin, heavy polypeptide 1 pseudogene 19	FTHL19					P0C7X4
HGNC:33526	PPAN-P2RY11	PPAN-P2RY11 readthrough				AJ300588		
HGNC:33527	INS-IGF2	INS-IGF2 readthrough				DQ104205		F8WCM5
HGNC:33529	PALM2-AKAP2	PALM2-AKAP2 readthrough				AB023137		
HGNC:3353	ENO2	enolase 2 (gamma, neuronal)				M22349		P09104
HGNC:33530	ANKHD1-EIF4EBP3	ANKHD1-EIF4EBP3 readthrough		MASK-BP3		AF521883	ANKRD	
HGNC:33531	NME1-NME2	NME1-NME2 readthrough		NM23-LV, NMELV		DQ109675		
HGNC:33533	BRI3P1	brain protein I3 pseudogene 1						
HGNC:33535	SYS1-DBNDD2	SYS1-DBNDD2 readthrough (NMD candidate)				BC023562		
HGNC:33537	TNFSF12-TNFSF13	TNFSF12-TNFSF13 readthrough		TWE-PRIL		AY081051		
HGNC:33538	ABHD17AP2	abhydrolase domain containing 17A pseudogene 2	FAM108A3, FAM108A11P, FAM108A3P					
HGNC:33539	ELF2P1	E74-like factor 2 pseudogene 1						
HGNC:3354	ENO3	enolase 3 (beta, muscle)				X16504		P13929
HGNC:33540	ELF2P4	E74-like factor 2 pseudogene 4						
HGNC:33541	BRD7P2	bromodomain containing 7 pseudogene 2						
HGNC:33542	AK2P2	adenylate kinase 2 pseudogene 2						
HGNC:33543	SULT1C3	sulfotransferase family, cytosolic, 1C, member 3				BC146362	SULT	Q6IMI6
HGNC:33545	SULT1C2P1	sulfotransferase family, cytosolic, 1C, member 2 pseudogene 1		SULT1C1P		AK056906		
HGNC:33547	FNDC9	fibronectin type III domain containing 9	C5orf40	MGC27121		BC022570	FN3	Q8TBE3
HGNC:33548	PCBP3-OT1	PCBP3 overlapping transcript (non-protein coding)	PCBP3OT	FLJ44028		AK126016	LNCRNA, OVERLAPPING	
HGNC:3355	ENPEP	glutamyl aminopeptidase (aminopeptidase A)		gp160, CD249		L12468	CD	Q07075
HGNC:33550	NUGGC	nuclear GTPase, germinal center associated	C8orf80	HMFN0672, SLIP-GC	"speckled-like pattern in the germinal center"	AB075870		Q68CJ6
HGNC:33551	C17orf89	chromosome 17 open reading frame 89				BC127837		A1L188
HGNC:33552	GNG5P3	guanine nucleotide binding protein (G protein), gamma 5 pseudogene 3						
HGNC:33553	GNG5P4	guanine nucleotide binding protein (G protein), gamma 5 pseudogene 4						
HGNC:33554	GNG5P5	guanine nucleotide binding protein (G protein), gamma 5 pseudogene 5						
HGNC:33555	SNORD127	small nucleolar RNA, C/D box 127				AM413025	SNORD	
HGNC:33557	HMGN2P13	high mobility group nucleosomal binding domain 2 pseudogene 13					HMGNP	
HGNC:33558	SNORD119	small nucleolar RNA, C/D box 119				AM413030	SNORD	
HGNC:33559	SCARNA9L	small Cajal body-specific RNA 9-like				AM413033	SCARNA	
HGNC:3356	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	NPPS, M6S1, PDNP1	PC-1, PCA1		M57736		P22413
HGNC:33560	SNORD121A	small nucleolar RNA, C/D box 121A				AM413031	SNORD	
HGNC:33562	SNORD123	small nucleolar RNA, C/D box 123				AM413035	SNORD	
HGNC:33563	SNORD124	small nucleolar RNA, C/D box 124				AM413036	SNORD	
HGNC:33564	SNORD125	small nucleolar RNA, C/D box 125				AM413037	SNORD	
HGNC:33565	SNORD126	small nucleolar RNA, C/D box 126	MIR1201, MIRN1201	hsa-mir-1201		AM413038	SNORD	
HGNC:33566	HMGN2P3	high mobility group nucleosomal binding domain 2 pseudogene 3	HMGN2L3				HMGNP	
HGNC:33567	HMGN2P4	high mobility group nucleosomal binding domain 2 pseudogene 4	HMGN2L4				HMGNP	
HGNC:33568	HMGN2P5	high mobility group nucleosomal binding domain 2 pseudogene 5	HMGN2L5				HMGNP	
HGNC:33569	SNORD121B	small nucleolar RNA, C/D box 121B				AM413032	SNORD	
HGNC:3357	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	PDNP2	ATX, PD-IALPHA	"autotaxin"	D45421		Q13822
HGNC:33570	SNORD19B	small nucleolar RNA, C/D box 19B				AM413023	SNORD	
HGNC:33571	SNORD11B	small nucleolar RNA, C/D box 11B				AM413022	SNORD	
HGNC:33572	SNORD105B	small nucleolar RNA, C/D box 105B				AM413024	SNORD	
HGNC:33573	SNORD12B	small nucleolar RNA, C/D box 12B				AM413026	SNORD	
HGNC:33574	HMGN2P6	high mobility group nucleosomal binding domain 2 pseudogene 6	HMGN2L6				HMGNP	
HGNC:33575	HMGN2P7	high mobility group nucleosomal binding domain 2 pseudogene 7	HMGN2L7				HMGNP	
HGNC:33576	PI4KAP1	phosphatidylinositol 4-kinase, catalytic, alpha pseudogene 1						Q8N8J0
HGNC:33577	PI4KAP2	phosphatidylinositol 4-kinase, catalytic, alpha pseudogene 2						A4QPH2
HGNC:33579	SNORD111B	small nucleolar RNA, C/D box 111B	MIR3647	hsa-mir-3647		AM413027	SNORD	
HGNC:3358	ENPP3	ectonucleotide pyrophosphatase/phosphodiesterase 3	PDNP3	PD-IBETA, gp130RB13-6, B10, CD203c		AF005632	CD	O14638
HGNC:33580	CT45B1P	cancer/testis antigen family 45, member B1 pseudogene						
HGNC:33581	FAM138F	family with sequence similarity 138, member F		F379			LNCRNA, INTERGENIC	Q6VEP3
HGNC:33582	FAM138B	family with sequence similarity 138, member B		F379			LNCRNA, INTERGENIC	Q6VEP3
HGNC:33583	FAM138D	family with sequence similarity 138, member D		F379			LNCRNA, INTERGENIC	Q6VEP2
HGNC:33584	CCDC64B	coiled-coil domain containing 64B				BC128602		A1A5D9
HGNC:33586	TET1P1	tet methylcytosine dioxygenase 1 pseudogene 1	CXXC6P1					
HGNC:3359	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)		NPP4, KIAA0879		AB020686		Q9Y6X5
HGNC:33593	FAM72D	family with sequence similarity 72, member D				CR589924		Q6L9T8
HGNC:33595	VSTM2B	V-set and transmembrane domain containing 2B					VSET	A6NLU5
HGNC:33596	DEFA1B	defensin, alpha 1B					DEFA	P59665
HGNC:33599	DEFT1P2	defensin, theta 1 pseudogene 2						
HGNC:336	AGTR1	angiotensin II receptor, type 1	AGTR1B	AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B		M87290	AGTR	P30556
HGNC:3360	ENSA	endosulfine alpha		MGC4319, MGC8394, MGC78563, ARPP-19e		X99906		O43768
HGNC:33600	TMEM191B	transmembrane protein 191B						P0C7N4
